filename,browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,link,duration_s,duration,duration_m,rowNo,type,stim1,textColor,key,condition1,condition2,feedback,stimFormat,ITI,keyboard,random,head,responseType,responseOptions,responseOther,ITI_ms,ITI_f,ITI_fDuration,timestamp,response,RT,correct,responseCode
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,11,test,RED,red,left,critical,congruent,,word,800,left up right,1,,,,,800,48,16.67,131851,left,633,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,17,test,BLUE,blue,up,critical,congruent,,word,800,left up right,1,,,,,800,48,16.67,133370,up,719,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,23,test,RED,blue,up,critical,incongruent,,word,800,left up right,1,,,,,800,48,16.67,134744,up,576,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,26,test,BLUE,red,left,critical,incongruent,,word,800,left up right,1,,,,,801,48,16.69,136106,left,571,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,20,test,GREEN,green,right,critical,congruent,,word,800,left up right,1,,,,,800,48,16.67,137490,right,589,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,21,test,GREEN,green,right,critical,congruent,,word,800,left up right,1,,,,,800,48,16.67,138796,right,511,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,62,test,BLUE,red,left,critical,incongruent,,word,800,left up right,2,,,,,800,48,16.67,140108,left,523,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,60,test,RED,green,right,critical,incongruent,,word,800,left up right,2,,,,,800,48,16.67,141730,right,828,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,55,test,GREEN,green,right,critical,congruent,,word,800,left up right,2,,,,,800,48,16.67,143121,right,603,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,57,test,GREEN,green,right,critical,congruent,,word,800,left up right,2,,,,,800,48,16.67,144504,right,586,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,59,test,RED,blue,up,critical,incongruent,,word,800,left up right,2,,,,,800,48,16.67,145933,up,632,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,47,test,RED,red,left,critical,congruent,,word,800,left up right,2,,,,,800,48,16.67,147328,left,610,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,75,test,SHOE,red,left,filler,,,word,800,left up right,2,,,,,800,48,16.67,148580,left,462,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,80,test,HOUSE,red,left,filler,,,word,800,left up right,2,,,,,800,48,16.67,149853,left,485,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,64,test,BLUE,red,left,critical,incongruent,,word,800,left up right,2,,,,,800,48,16.67,151156,left,505,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,71,test,CAR,green,right,filler,,,word,800,left up right,2,,,,,801,48,16.69,152549,right,598,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,65,test,BLUE,green,right,critical,incongruent,,word,800,left up right,2,,,,,800,48,16.67,154391,right,1056,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,72,test,CAR,blue,up,filler,,,word,800,left up right,2,,,,,800,48,16.67,155721,up,536,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,69,test,GREEN,blue,up,critical,incongruent,,word,800,left up right,2,,,,,800,48,16.67,157180,up,662,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,52,test,BLUE,blue,up,critical,congruent,,word,800,left up right,2,,,,,800,48,16.67,158572,up,604,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,67,test,GREEN,blue,up,critical,incongruent,,word,800,left up right,2,,,,,800,48,16.67,159784,up,416,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,53,test,BLUE,blue,up,critical,congruent,,word,800,left up right,2,,,,,800,48,16.67,161061,up,493,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,74,test,SHOE,blue,up,filler,,,word,800,left up right,2,,,,,800,48,16.67,162291,up,440,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,68,test,GREEN,red,left,critical,incongruent,,word,800,left up right,2,,,,,800,48,16.67,163692,left,607,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,66,test,GREEN,red,left,critical,incongruent,,word,800,left up right,2,,,,,800,48,16.67,164882,left,397,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,58,test,RED,green,right,critical,incongruent,,word,800,left up right,2,,,,,800,48,16.67,166210,right,542,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,61,test,RED,blue,up,critical,incongruent,,word,800,left up right,2,,,,,800,48,16.67,167587,up,586,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,50,test,BLUE,blue,up,critical,congruent,,word,800,left up right,2,,,,,800,48,16.67,168921,up,536,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,49,test,RED,red,left,critical,congruent,,word,800,left up right,2,,,,,800,48,16.67,170233,left,515,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,54,test,GREEN,green,right,critical,congruent,,word,800,left up right,2,,,,,801,48,16.69,171689,right,655,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,48,test,RED,red,left,critical,congruent,,word,800,left up right,2,,,,,800,48,16.67,173307,left,822,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,81,test,HOUSE,green,right,filler,,,word,800,left up right,2,,,,,801,48,16.69,174919,right,818,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,51,test,BLUE,blue,up,critical,congruent,,word,800,left up right,2,,,,,800,48,16.67,176098,up,380,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,76,test,SHOE,green,right,filler,,,word,800,left up right,2,,,,,799,48,16.65,177634,right,750,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,56,test,GREEN,green,right,critical,congruent,,word,800,left up right,2,,,,,800,48,16.67,179099,right,665,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,78,test,HOUSE,green,right,filler,,,word,800,left up right,2,,,,,801,48,16.69,180428,right,544,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,70,test,CAR,red,left,filler,,,word,800,left up right,2,,,,,800,48,16.67,181745,left,527,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,63,test,BLUE,green,right,critical,incongruent,,word,800,left up right,2,,,,,800,48,16.67,183116,right,581,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,79,test,HOUSE,blue,up,filler,,,word,800,left up right,2,,,,,800,48,16.67,184571,up,670,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,77,test,SHOE,blue,up,filler,,,word,800,left up right,2,,,,,800,48,16.67,185847,up,479,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,73,test,CAR,red,left,filler,,,word,800,left up right,2,,,,,800,48,16.67,187070,left,435,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,46,test,RED,red,left,critical,congruent,,word,800,left up right,2,,,,,800,48,16.67,188441,left,574,1,
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,82,form,,,,,,,,,,,Is English your first language?,radio,Yes,No. My first language is:,800,,,199421,Chinese,10463,0,2
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,83,form,,,,,,,,,,,How would you rate your English proficiency:,radio,Native; Advanced; Intermediate; Beginner,,800,,,199421,Intermediate,10463,0,3
661427_260416_064131.csv,Safari,26.4,1470,956,MacOS,en-US,2026-04-16_06:38:12,2026-04-16_14:38:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,199.421,199421,3.3236,84,form,,,,,,,,,,,Do you currently reside in an English-speaking country?,radio,Yes; No,,800,,,199421,No,10463,0,2
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,3,test,CAR,green,right,practice,,correct: That's correct! You responded in %RT% milliseconds; incorrect: That's incorrect. You responded in %RT% milliseconds.,word,800,left up right,,,,,,800,48,16.66,130470,right,3310,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,4,test,SHOE,blue,up,practice,,correct: That's correct! You responded in %RT% milliseconds; incorrect: That's incorrect. You responded in %RT% milliseconds.,word,800,left up right,,,,,,800,48,16.66,150247,up,954,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,5,test,RED,red,left,practice,,correct: That's correct! You responded in %RT% milliseconds; incorrect: That's incorrect. You responded in %RT% milliseconds.,word,800,left up right,,,,,,800,48,16.67,156024,left,748,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,6,test,HOUSE,blue,up,practice,,correct: That's correct! You responded in %RT% milliseconds; incorrect: That's incorrect. You responded in %RT% milliseconds.,word,800,left up right,,,,,,800,48,16.67,158088,up,612,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,7,test,BLUE,green,right,practice,,correct: That's correct! You responded in %RT% milliseconds; incorrect: That's incorrect. You responded in %RT% milliseconds.,word,800,left up right,,,,,,800,48,16.67,159759,right,417,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,8,test,GREEN,red,left,practice,,correct: That's correct! You responded in %RT% milliseconds; incorrect: That's incorrect. You responded in %RT% milliseconds.,word,800,left up right,,,,,,800,48,16.67,161530,left,521,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,24,test,RED,green,right,critical,incongruent,,word,800,left up right,1,,,,,801,48,16.68,181640,up,1297,0,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,35,test,CAR,green,right,filler,,,word,800,left up right,1,,,,,801,48,16.68,183301,right,876,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,10,test,RED,red,left,critical,congruent,,word,800,left up right,1,,,,,800,48,16.67,185429,left,1337,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,17,test,BLUE,blue,up,critical,congruent,,word,800,left up right,1,,,,,800,48,16.67,187169,up,943,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,16,test,BLUE,blue,up,critical,congruent,,word,800,left up right,1,,,,,800,48,16.67,188942,up,983,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,18,test,GREEN,green,right,critical,congruent,,word,800,left up right,1,,,,,800,48,16.67,190551,right,809,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,40,test,SHOE,green,right,filler,,,word,800,left up right,1,,,,,800,48,16.67,191992,right,650,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,43,test,HOUSE,blue,up,filler,,,word,800,left up right,1,,,,,800,48,16.67,193820,up,1027,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,41,test,SHOE,blue,up,filler,,,word,800,left up right,1,,,,,800,48,16.67,195928,up,1319,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,12,test,RED,red,left,critical,congruent,,word,800,left up right,1,,,,,800,48,16.66,197576,left,850,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,32,test,GREEN,red,left,critical,incongruent,,word,800,left up right,1,,,,,800,48,16.66,199128,left,751,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,15,test,BLUE,blue,up,critical,congruent,,word,800,left up right,1,,,,,800,48,16.67,200840,up,914,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,22,test,RED,green,right,critical,incongruent,,word,800,left up right,1,,,,,801,48,16.68,202930,left,1304,0,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,34,test,CAR,red,left,filler,,,word,800,left up right,1,,,,,799,48,16.65,205199,left,1473,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,45,test,HOUSE,green,right,filler,,,word,800,left up right,1,,,,,800,48,16.67,207206,right,1213,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,28,test,BLUE,red,left,critical,incongruent,,word,800,left up right,1,,,,,800,48,16.68,209092,left,1099,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,20,test,GREEN,green,right,critical,congruent,,word,800,left up right,1,,,,,800,48,16.67,210764,right,871,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,33,test,GREEN,blue,up,critical,incongruent,,word,800,left up right,1,,,,,800,48,16.67,212248,up,689,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,23,test,RED,blue,up,critical,incongruent,,word,800,left up right,1,,,,,800,48,16.67,214155,up,1113,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,42,test,HOUSE,green,right,filler,,,word,800,left up right,1,,,,,801,48,16.69,215944,right,1002,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,25,test,RED,blue,up,critical,incongruent,,word,800,left up right,1,,,,,800,48,16.66,217838,up,1094,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,44,test,HOUSE,red,left,filler,,,word,800,left up right,1,,,,,800,48,16.67,219679,left,1053,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,13,test,RED,red,left,critical,congruent,,word,800,left up right,1,,,,,800,48,16.67,221060,left,584,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,29,test,BLUE,green,right,critical,incongruent,,word,800,left up right,1,,,,,800,48,16.67,222594,right,734,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,14,test,BLUE,blue,up,critical,congruent,,word,800,left up right,1,,,,,800,48,16.67,224000,up,607,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,11,test,RED,red,left,critical,congruent,,word,800,left up right,1,,,,,801,48,16.68,225336,left,542,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,39,test,SHOE,red,left,filler,,,word,800,left up right,1,,,,,800,48,16.67,226794,left,667,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,37,test,CAR,red,left,filler,,,word,800,left up right,1,,,,,800,48,16.67,228065,left,472,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,19,test,GREEN,green,right,critical,congruent,,word,800,left up right,1,,,,,800,48,16.67,229595,right,735,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,26,test,BLUE,red,left,critical,incongruent,,word,800,left up right,1,,,,,800,48,16.67,230904,left,511,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,27,test,BLUE,green,right,critical,incongruent,,word,800,left up right,1,,,,,800,48,16.66,232513,right,820,1,
661427_260416_140447.csv,Chrome,147.0.0.0,1440,900,MacOS,zh-CN,2026-04-16_13:59:12,2026-04-16_21:59:12,2026-04-13_14:46:24,https://www.testable.org/experiment/20534/661427/start,334.923,334923,5.582,30,test,GREEN,red,left,critical,incongruent,,word,800,left up right,1,,,,,800,48,16.67,233945,left,635,1,
